emne_id;emne_navn;emne_navn_eng;studiepoeng;emne_utbytte;emne_innhold;faculty_code;contains_description
ENE234;Varmesystemer og energieffektive bygninger ;Heating Systems and Energy Effective buildings;7.5;['Etter fullført emne skal studenten', ['kunne forklare hvordan bygningsmassen forsynes med varme', 'kunne vurdere og beregne forbrenningsprosesser', 'kunne vurdere og beregne energipriser for forskjellige brenselsslag', 'kunne planlegge og dimensjonere varmeavgivere og enheter for varmeforsyning', 'ha innsikt i hvilke faktorer som påvirker bygningers energibruk og tilhørende aktuelle forskrifter og standarder (TEK og NS)', 'kunne utforme og vurdere energieffektive bygninger', 'kunne anvende de vanligste simuleringsverktøy til å beregne og verifisere energibruken i bygg, samt kunne vurdere konsekvensen av ulike valg av løsninger']];['Bred innføring i varmeforsyning basert på elektrisitet, olje, gass og biomasse. I tillegg gjennomgås solfangere, kjel- og fyringsteknikk, forbrenning med støkiometri, punktoppvarming, sentralvarme og varmesentraler med tilhørende rørsystem og varmeavgivere.', 'Beregning og simulering av bygningers varme og kuldebehov. Forskrifter og standarder (TEK og NS).', 'Planlegging og bygging av energieffektive boliger og næringsbygg. Lavenergibygg og passivhus. Passive energiløsninger. Energieffektive varmesystemer, apparater og belysning.'];TR;True
ENE235;Elektromagnetisme ;Electromagnetism ;5;['Etter fullført emne skal studenten', ['kunne gjøre beregninger innenfor elektrostatikk, magnetisme og induksjon', 'ha kunnskap om elektriske og magnetiske kretser og de fysiske prinsipper for omforming av mekanisk energi til elektrisk energi og omvendt', 'kjenne til det fysiske grunnlaget for elektriske maskiner og transformatorer', 'kunne visualisere elektromagnetiske felt ved bruk av programvare']];"[""Coulombs lov, Elektrisk potensial, Gauss' lov, dielektriske medier og kapasitans, elektromagnetiske krefter mellom strømførende ledere, Amperes lov, induksjon, Faradays induksjonslov og induktans. Elektriske og magnetiske kretser.""]";TR;True
ENE236;Elektriske maskiner ;Electrical machines;7.5;['Etter fullført emne skal studenten', ['kunne redegjøre for konstruksjon og virkemåte av transformatorer og de vanligste elektriske maskiner', 'kunne dimensjonere enkle systemer der transformatorer og elektriske maskiner inngår']];['Reaktive komponenter. Elkrafttekniske begreper. Symmetriske og asymmetriske trefasesystemer. Trefase dreiefelt og grunnleggende AC maskiner. Transformatorens virkemåte, design, drift og vedlikehold. Per unit system. Induksjonsmotoren. Synkronmaskiner. Børsteløse likestrømsmotorer.'];TR;True
ENE239;Bioenergi;Bioenergy ;5;['Etter fullført emne skal studenten', ['kjenne til funksjonen av, kunne karakterisere og sammenligne enheter der det skjer energiomsetning, så som ovner, motorer, turbiner, kjeler osv. eller omdannelse av biomasse til andre brenselstyper', 'kunne bedømme og drøfte forskjellige aktuelle brensler, hvordan de produseres og hvordan de påvirker miljøet', 'kunne biologisk, teknisk og økonomisk analysere og sammenligne forskjellige måter å anvende biomasse på, fra kilde til ferdig varme og elektrisitet', 'kunne planlegge og dimensjonere varme- og kraftvarmeanlegg basert på bioenergi']];['Karakterisering av biomasseressurser fra husholdninger, jord- og skogbruk. Produksjon av biobrensler og biodrivstoffer, herunder bl.a. biodiesel, bioetanol, biogass og hydrogen. Lagring, tørking og transport. Energiomsetning i kjeler, motorer og turbiner, herunder kraftvarmeanlegg med varmelagring. Økonomi og miljøspørsmål ved bioenergi belyses.'];TR;True
ENE240;Vannkraft;Hydro power;5;['Etter fullført emne skal studenten kunne', ['gjøre rede for de elementer av hydraulikk og hydrologi som brukes ved dimensjonering av vannkraftverk', 'foreta beregninger som inngår i forprosjekteringen av små vannkraftverk', 'delta i vurderingen av ombygninger av større vannkraftverk']];['Innføring i de elementer av hydraulikk og hydrologi som brukes ved dimensjonering av vannkraftverk. Beskrive anleggsdeler og hydrauliske arrangementer ved små og store vannkraftverk. Hydraulikk: Vannets egenskaper, energilikning, kontinuitetslikning, rørstrømning, kanalstrømning, trykkstøt og fordelingsbasseng.'];TR;True
ENE241;Solenergisystemer;Solar energy systems ;5;['Etter fullført emne skal studenten', ['kunne gjøre rede for virkemåten til solenergisystemer', 'være i stand til å planlegge og dimensjonere solenergisystemer', 'kjenne til programvare for dimensjonering og prosjektering av solenergisystemer', 'kjenne til ulike måter for bygningsintegrering av solenergisystemer', 'kunne gjøre økonomiske analyser av solenergisystemer']];['Faget gir en grunnleggende innføring i oppbygningen og virkemåten til termiske og fotovoltaiske solenergisystemer. Den tilgjengelige solenergiressursen utredes både ut fra teoretiske betraktninger og basert på målinger via tilgjengelige verktøy. Viktige kriterier for dimensjonering og prosjektering av solenergisystemer vil bli gjennomgått, og studentene vil teste ut et aktuelt prosjekteringsverktøy. Bygningsintegrerte løsninger og økonomisk analyse av solenergisystemer vil bli viet spesiell oppmerksomhet.', ''];TR;True
ENE242;Hydrogen, elektrolyse og brenselceller;Hydrogen, Electrolysis and Fuel Cells;5;['Etter fullført emne skal studenten', ['Kunne beskrive det grunnleggende ved hydrogen og økonomi knyttet til hydrogenproduksjon', 'Kunne anvende elektrokjemi i forhold til elektrolyse av vann og funksjon i brenselceller', 'kunne redegjøre for oppbygging og virkemåte til forskjellige typer brenselceller', 'kunne vurdere fordeler og ulemper ved bruk av ulike brenselceller', 'kunne gjøre rede for PEM og alkalisk elektrolyseteknologi', 'kunne gjøre rede for PEM, alkalisk og fast oksid brenselceller (SOFC)', 'Kunne beskrive den reversible funksjonen til en SOFC for enten elektrisitets eller hydrogenproduksjon', 'Kunne gjøre rede for materialvalg, herunder katalysatorer for elektrolysør og brenselceller og deres iboende egenskaper.']];['Det teknologiske grunnlaget for brenselceller. Gjennomgang av de viktigste brenselcelletypene. For hver type vil materialvalg og komponentkonstruksjon bli beskrevet. Faktorer som bestemmer ytelse og elektrisk virkningsgrad blir gjennomgått.'];TR;True
ENE243;Vindkraft;Wind power ;5;['Etter fullført emne skal studenten', ['kunne vurdere ressursgrunnlaget for vindenergi på ulike steder', 'forstå oppbygningen og virkemåten til moderne vindturbiner', 'ha innsikt i planlegging og drift av vindkraftanlegg']];['Grunnleggende innføring i vindenergi. Klassifisering av ulike typer vindturbiner. Gjennomgang av relevante komponenter og systemer. Aerodynamiske emner av betydning for energiproduksjon med vindturbiner. Analyse av vindenergiressursen. Planlegging av vindkraftanlegg. Økonomiske og miljømessige aspekter ved vindkraft.'];TR;True
ENE245;Innsikt i batteriindustrien;Insights into the battery industry;5;['Etter fullført emne skal studenten', ['ha kunnskap om bruksområder til batterier og hvilke valg som gjøres knyttet til valg av batterimaterialer og celledesign', 'ha kunnskap om hvordan batteriverdikjeden er bygd opp']];['I avsnitt 1 vil bruksområder for litium-ion batterier blir undersøkt og studentene vil lære implikasjonene de tiltenkte applikasjonen har på valg av batterimaterialer og celledesign. Dernest i en liten mini-serie studentene vil bli introdusert til nåværende industrielle aspekter av batteriverdikjeden. Dette vil tillate dem for bedre å se for seg hva som skal til for å bli en vellykket batteriingeniør. Til slutt vil deltakerne på kurset ta en tur med lokal batteriindustripartnere for å se driften i aksjon.', '', '1. Litium-ion-batterier i bruk', 'a. Maritim', 'b. Elektriske kjøretøy', 'c. Medisinsk bruk', 'd. Mobile enheter', 'e. Verktøy og droner', '2. Innsikt fra batteribransjen, f.eks.', 'en. Råvareproduksjon for batterier', 'b. Litium-ion-batterier i elektriske kjøretøy', 'c. Utfordringer ved produksjon av batterier', 'd. Industrielt synspunkt på neste generasjons celler', '3. Omvisning i batteribransjen'];TR;True
ENE246;Batterier;Batteries;7.5;['Etter fullført emne skal studenten', ['ha kunnskap om virkemåten til batterier', 'ha kunnskap om hvilke komponenter og deres egenskaper i et batteri og battericeller', 'kunne utføre beregninger knyttet til batterimaterialer og battericeller', 'kunne utføre risikovurderinger knyttet til batterier, batterimaterialer og battericeller/batteripakker']];['Kursmålet er å utstyre studentene med en grundig forståelse av vanlige typer batterier. Etter å ha bestått dette emnet skal studentene kunne forklare hva som skjer inne i et batteri under drift, hvilke nøkkelkomponenter som inngår, og hvordan ulike aktive materialer påvirker funksjonen til batteriene. Studenten er forventet å kunne beregne nøkkelegenskapene til batterimaterialer og battericeller og vet hvordan de kan karakteriseres eksperimentelt. De vil kunne gjennomgå hvilke batteriteknologier som passer for hvilken anvendelse og hva som dominerer deres nedbrytning i tiltenkt brukstilfelle. Videre skal studentene kunne risikovurdere litium-ion batterimaterialer og celler og vite hvordan man skal håndtere dem trygt.', ['Batterihistorie', 'Galvaniske celler og spenningsrekke', 'NiMH og blybatterier', 'Oppbygning til Li-ion batteri', 'Aktive materialer i Li-ion batteri', 'Celledesign og balansering', 'Nedbrytning og sidereaksjoner', 'Batteritesting', 'Sikkerhetsaspekter og risikohåndtering', 'Neste generasjonsbatterier']];TR;True
ENE304;Bacheloroppgave, Fornybar energi;Bachelor Thesis, Renewable Energy;20;['Etter å ha tatt dette emnet, skal studenten ha', ['fått erfaring i gjennomføring av en større prosjektoppgave innen energiområdet, inkludert planlegging og spesifikasjon av prosjektet', 'fått erfaring i å skrive en større prosjektrapport, herunder ha søkt opp relevante kilder, samt ha referert til de kilder som er brukt, i prosjektrapporten', 'demonstrert evne til å kunne anvende og syntetisere kunnskap og ferdigheter som er tilegnet tidligere i studiet', 'løst en konkret ingeniørmessig problemstilling innen energiområdet på en tilfredsstillende måte, eller å ha identifisert de problemområder som det må arbeides videre med for å finne en løsning']];['Temaområde og problemstilling velges av studentene under veiledning. Fagmiljøet vil tilby en portefølje av prosjekter definert i samarbeid med næringsliv og offentlig sektor, men studentene kan også definere egne oppgaver. Prosjektet velges fortrinnsvis innenfor studiets hovedfordypningsområder. I hvilken grad prosjektoppgaver kan omfatte andre områder, avhenger av veiledningskapasiteten. Prosjektet utformes så langt det er mulig slik at det kan gjennomføres og utprøves i bedrifter slik erfaring med praktisk-industriell anvendelse av de teoretiske kunnskaper, og et innblikk i industriens behov på dette området oppnås.'];TR;True
ENE410;Fluid Dynamics and Hydro Power;Fluid Dynamics and Hydro Power;7.5;[];[];TR;False
ENE415;Combined Heat and Power Systems: Design and System Analysis;Combined Heat and Power Systems: Design and System Analysis.;7.5;[];[];TR;False
ENE416;Wind Energy;Wind Energy;7.5;[];[];TR;False
ENE417;Hydrogen and Fuel Cell Technologies;Hydrogen and Fuel Cell Technologies;7.5;[];[];TR;False
ENE419;Solar Cell Technology and Applications;Solar Cell Technology and Applications;7.5;[];[];TR;False
ENE420;Bioenergy;Bioenergy;7.5;[];[];TR;False
ENE423;Batterisystemer;Battery systems;7.5;['Etter fullført emne skal studenten', ['ha kunnskap om integrasjon av enkeltbattericeller i større systemer', 'ha kunnskap om kontrollsystemer tilknyttet batterisystemer', 'kunne gjøre rede for krav til sikker drift av battericeller i moduler', 'kunne gjøre rede for ulike kontrollalgoritmer som benyttes til spesifikke brukstilfeller av battericeller og moduler']];['Emnet lærer studentene om integrering av enkeltbattericeller i større systemer og hvordan du kan kontrollere disse trygt og optimalt i den tiltenkte applikasjonen. Etter vellykket gjennomføring vil studentene vil kjenne til kravene til sikker drift av sammenkoblede battericeller i moduler eller på systemnivå. Dette inkluderer det mekaniske oppsettet, samt elektroniske sikkerhetstiltak og online målinger for å kontrollere batterier ideelt. Kontrollalgoritmer for spesifikke brukstilfeller blir kritisk analysert i forelesninger og øvinger. Dette kan for eksempel være hurtiglading eller optimaliseringer på systemnivå som «peak shaving» av forbruk.', '1. Batteripakker/moduler', '2. Batterisystemer', '3. Beregning av gebyrstatus', '4. Estimering av helsetilstand', '5. Balansering av celler', '6. Laderutiner', '7. Sikkerhetstiltak', '8. Batteriapplikasjoner (EV, maritim, hjemmelagring, wearables etc.)'];TR;True
ENE500;Master's Thesis Renewable Energy;Master's Thesis Renewable Energy;30;[];[];TR;False
ENE503;Energy Research Project 1;Energy Research Project 1;7.5;[];[];TR;False
ENE504;Energy Research Project 2;Energy Research Project 2;15;[];[];TR;False
ENE505;Power Electronics for Renewable Energy;Power Electronics for Renewable Energy;7.5;[];[];TR;False
ENE508;Master's Thesis Renewable Energy;Master's Thesis Renewable Energy;30;[];[];TR;False
ENE601;Energy Conversion;Energy Conversion;5;['After the course is completed, the students will have an overview of the relevant types of energy conversion principles. Furthermore, the students will know about some of the current research topics and research methodology within this field.'];['The course will contain selected topics from the following list:', ['Principal Fuels for Energy Conversion', 'Production of Thermal Energy', 'Fossil-Fuel Systems', 'Nuclear Reactor Design and Operation', 'Environmental Impact of Power Plant Operation', 'Production of Mechanical Energy', 'Production of Electrical Energy', 'Energy Storage', 'Solar and Wind Energy']];TR;True
ENE602;Energy Meteorology;Energy Meteorology;5;['The learning outcome of the course is insight into current research topics in energy meteorology.', 'The successful candidate will have knowledge of the state-of-the-art within a number of topics related to the acquisition of information on the spatial and temporal characteristics of the meteorological fields with relevance to renewable energy application.', 'The successful candidate will have knowledge of the state-of-the-art within a number of topics related to the modelling of the meteorological fields with relevance to renewable energy application.', ''];['The course presents a number of selected topics within state-of-the-art energy meteorology.', 'Emphasis is on both advanced methods for the data acquisition of the fields on solar irradiance and wind speed and methods for the modelling of the respective fields. The course will contain selected topics from the following list:', ['Radiative transfer in the atmosphere', 'Remote sensing of the atmosphere', 'Derivation of irradiance data from satellite information', 'Advanced methods for wind measurements, both local (e.g. ultrasonic) and remotely (Sodar and Lidar)', 'Mesoscale and microscale modelling of wind fields']];TR;True
ENE603;Techniques for Characterizing Materials for Energy Systems;Techniques for Characterizing Materials for Energy Systems;5;['The student will gain practical hands-on experience in the chosen techniques, including sample preparation, image processing and data analysis. Specimens relevant to the PhD project will be selected for study and the results incorporated in the PhD thesis.'];['The course will cover research level laboratory techniques including optical and electron microscopy, sample preparation, image analysis and interpretation. Electron microscopy will involve use of the scanning electron microscope (SEM). Scanning Tunnelling Microscopy (STM) will also be optional.', 'Electrical measurements will include 2-wire and 4-wire methods and the use of AC impedance spectroscopy. The student can select particular methods relevant to the PhD project for in-depth study.'];TR;True
ENE604;Advanced Photovoltaic;Advanced Photovoltaic;10;['The course will give the students an advanced understanding of photovoltaic conversion principles from photons to electricity. Some selected topics will be discussed in the context of current research.', 'After this course the student will be able to do solar cell research work in selected areas under supervision. The student will be able to analyze theoretical problems and apply results to experimental studies.', 'After this course the student will be able to present advanced concepts in a professional manner.'];['The course will contain selected topics from the following list:', ['Electrons and holes in semiconductors', 'Generation and Recombination', 'Junctions', 'Monocrystalline Solar Cells', 'Thin Film Solar Cells', 'Energy, Entropy and Efficiency', 'Tandem Cells', 'Hot Carrier Cells', 'Up- and down-conversion', 'Multiple Electron-Hole Pairs, Impurity and Multiband Cells', 'Thermophotovoltaic and Thermophotonic Conversion', 'Strategies for high Efficiency']];TR;True
ENE605;Electromagnetic Modelling;Electromagnetic Modelling;5;['After completing the course, the successful student will have a sufficient understanding of generalized theory of AC electrical machines (dq-theory), enabling them to apply these principles in advanced control of induction motor drives and have a sufficient understanding of mathematical formulations for static and quasistatic electromagnetic field problems, enabling them to apply these principles in analysis and design of certain mechatronic system components.'];['Part 1: Advanced modelling of electrical machines. Space vectors, dq-theory and vector control of induction motor drives.', 'Part 2: Short review of Maxwell¿s equations. Formulations and solutions for selected static and quasistatic electromagnetic field problems.'];TR;True
ENE606;Biomass and Bioenergy;Biomass and Bioenergy;5;['After completing the course, the successful student will have a sufficient understanding of the principles and limitations behind biomass for energy applications. The student will achieve a deeper knowledge about the interaction between biomass and its use for energy applications, and be able to select relevant biomass fuel properties for modelling purposes.'];['Physical and chemical characterisation of biomass resources as feedstock and fuel.', 'Biomass from energy crops and algae.', 'Biomass handling and storage.', 'Biomass conversion technologies for production of biofuels (solid, liquid and gaseous).'];TR;True
ENE607;Special Syllabus;Special Syllabus;5;"['In-depth knowledge and understanding of a research topic within the field of engineering as described in the course content.', 'After completing the course, the student is expected to:', ['have good knowledge about the state of the art within the selected topic', 'be able to discuss the topic using terminology and concepts related to the topic', 'be able to place the topic in a wider context as described by the state of the art', 'have an in-depth understanding of applications related to this topic', ""apply the understanding of the topic to a research theme related to the student's own specialisation"", 'be able to collect more relevant information in the selected topic']]";['The course contains selected topics from the scientific fields within the Specialisation in engineering sciences:', ['Civil and structural engineering', 'Materials', 'Mechatronics', 'Physics & applied mathematics', 'Renewable energy']];TR;True
ENE608;Advanced Photovoltaic;Advanced Photovoltaic;5;[];['The course will contain selected topics from the following list:', ['Electrons and holes in semiconductors', 'Generation and Recombination', 'Junctions', 'Monocrystalline Solar Cells', 'Thin Film Solar Cells', 'Energy, Entropy and Efficiency', 'Tandem Cells', 'Hot Carrier Cells', 'Up- and down-conversion', 'Multiple Electron-Hole Pairs, Impurity and Multiband Cells', 'Thermophotovoltaic and Thermophotonic Conversion', 'Strategies for high Efficiency']];TR;True
ENE701;Applied Statistics Course for Engineering;Applied Statistics Course for Engineering;5;['A student who has met the objectives of the course will be able to:', ['Formulate statistical models (linear, multiple linear), and processes (Gaussian, Poisson and Binomial)', 'Know the relevant statistical distributions and their uses in the models.', 'Understand what the statistical parameters of a problem are', 'Perform simple statistical analyses using statistical software. We focus on', 'Interpret output from software analyses using statistical software packages. We focus on', 'Critically assess results from statistical analyses.', 'Document and present results in a written report to persons without a statistical background.', 'Plan, perform and present a simple statistical analysis.']];"['Enable the participants to perform statistical analysis of their own data and to relate the results to practical applications, performing statistical analyses with statistics software. We will follow the theory with practical implementations in the statistical package R, preferably using the students’ own data when possible.', 'We will start with basic statistical methods and ideas such as condensing the data into statistics and presenting it. Further, we will refresh basic concepts of probability. The statistical concepts and methods will be understood through interpretation of practical application. A mix of bayesian and frequentist concepts and techniques for optimal learning and ability to apply statistical methods with ease and understanding.', 'Specific content is statistical inference, estimates and hypothesis tests. We will analyse mean and variance from a Gaussian process, proportions, and waiting times from Poisson processes. We will also look at simple and multiple linear regression, and logistics regression.', ""We will look at test planning, and at interpreting and concluding from the results of a test. There will be a practical project based on the participants' own data consisting of planning, performing and presenting a statistical analysis. This project will form part of the basis for an oral exam.""]";TR;True
ENE702;Rural Electrification;Rural Electrification;5;['The learning outcome of the course is gaining an insight in the application of renewable energy technologies for the development of rural regions in less developed or emergent economies. Students should know about methodologies for the assessment of the actual energy need and its future change in regions up to now not connected to central supply networks. They know about technical and non-technical criteria and methods to rank different technical options and are able to perform the respective selection.'];['The course content will on the one hand deal with the assessment of the basic energy needs and their fulfilment by analysing and discussing the theoretical studies and reports on respective projects. On the other hand, an extended case study should be performed by the students.'];TR;True
ENE703;Fuel Cell Design;Fuel Cell Design;5;['The student will gain an in-depth knowledge of fuel cells and fuel cell systems, including aspects of recent trends and state-of-the-art innovations. The student will learn to design and produce components using in-house rapid prototyping tools. The student will gain practical training in testing fuel cell stacks and determining performance characteristics. The course will bring together both engineering and scientific disciplines.'];['The course is focused on fuel cell design encompassing fuel cell systems, fuel processing, heat and water management and stack issues. The course will be largely based on laboratory and workshop practices. Practical work will be augmented by lectures and demonstrations. The student will be expected to read literature articles and be familiar with ¿SolidWorks¿ design tools. The student will choose a design topic and produce a written report.'];TR;True
ENE704;Wind Turbine Systems;Wind Turbine Systems;5;['The learning outcome of the course is insight in to the configuration of wind turbine systems by appropriate match of rotor characteristics, generator characteristics and control strategy.', 'The successful candidate will have knowledge of the state-of-the-art of wind turbine systems design.', 'The successful candidate will have knowledge of operational characteristics of differently designed systems in view of their integration into energy supply systems.'];['The course presents a number of selected topics within state-of-the-art turbine design.', 'Emphasis is on the match of the aerodynamic properties of the rotor and the electromechanical properties of generator. The course will contain selected topics from the following list:', ['rotor design in view of optimal efficiency versus robust operational characteristics', 'generator concepts for variable speed operation', 'grid interference of difference of different rotor/generator concepts']];TR;True
ENE705;Selected Topics in Engineering;Selected Topics in Engineering;5;['The course is designed to give the student experience in interpreting literature and journal sources as background for articles relevant to the chosen PhD topic. The task is very focused on producing a succinct and clear review of the state-of-the-art in the chosen subject and serves as a foundation for the literature survey required for the PhD thesis.'];['The self-study course will require the student to carry out a full literature research relevant to the selected PhD project. A written report of at least 20 pages will be expected. The report will disseminate and critique the found publications and will show the relevance of the information to the selected PhD topic. The report will form the basis for the examination.'];TR;True
ENE906;Socio-environmental and Legal Aspects;Socio-environmental and Legal Aspects;2.5;[];[];TR;False
ENE907;Wind Farm Design and Micro-Siting;Wind Farm Design and Micro-Siting;2.5;[];[];TR;False
ENE908;Installation Methods and Logistics;Installation Methods and Logistics;2.5;[];[];TR;False
ENE909;Data Analytics and Digitization;Data Analytics and Digitization;2.5;[];[];TR;False
ENE910;Condition Monitoring and Maintenance;Condition Monitoring and Maintenance;2.5;[];[];TR;False
ENE911;Energy Storage, Transportation and Grid Integration;Energy Storage, Transportation and Grid Integration;2.5;[];[];TR;False
EN-004;Engelsk for forkurset;English 0;0;['En kandidat med bestått skal ha følgende samlede læringsutbytte definert i form av kunnskap, ferdigheter og generell kompetanse:', '', 'Kunnskap', ['Kandidaten har kunnskap om engelsk som verktøy for god kommunikasjon.', 'Kandidaten har kunnskap om akademisk skriving og engelsk fagspråk.', 'Kandidaten kjenner til hvilken betydning kulturelle elementer har i kommunikasjonsprosesser.'], 'Ferdigheter', ['Kandidaten kan skrive klart og grammatisk korrekt.', 'Kandidaten kan lytte til, forstå og bruke akademisk språk i arbeid med egne muntlige og skriftlige tekster.', 'Kandidaten kan bruke engelsk fagterminologi i skriftlig og muntlig kommunikasjon innenfor ulike ingeniørrelevante sammenhenger og formål.', 'Kandidaten kan skrive resonnerende tekster, slik som drøftinger og utredninger.', 'Kandidaten kan skrive ulike typer funksjonelle tekster tilpasset formål, mottaker og situasjon, slik som brev, søknader, e-post, notater, instruksjoner, sammendrag – av egne og andres tekster – og presentasjoner, med god sammenheng, struktur og flyt.', 'Kandidaten kan planlegge, strukturere og holde presentasjoner og instruksjoner.'], 'Generell kompetanse', ['Kandidaten kan på en selvstendig måte uttrykke seg skriftlig og muntlig i aktuelle sammenhenger relevant for en ingeniør.', 'Kandidaten kan forstå og arbeide kritisk med engelskspråklige kilder og bruke slike kilder på en etterrettelig måte.']];['Emnet engelsk har vekt på klar, målrettet og brukervennlig skriftlig kommunikasjon. Det er et redskapspreget kommunikasjonsfag slik at det blir både ingeniørfaglig relevant og akademisk forberedende. Studentene skal oppnå kvalifikasjoner i å kommunisere skriftlig og muntlig på engelsk. Emnet vektlegger skriving av studentoppgaver, dvs. resonnerende, drøftende og reflekterende oppgaver av faglig og akademisk art.'];TR;True
EX-109;Filosofi for mediefag og teknologi;Philosophy for Students of Media and Technology;10;['Etter å ha tatt dette emnet, skal studenten', 'Etter å ha tatt dette emnet, skal studenten', ['ha kjennskap til filosofiske perspektiver på menneske og teknologi.', 'kunne anvende filosofisk teori på å forstå og vurdere bruken og effekten av kommunikasjonsmedia og kunstig intelligens.', 'ha et grunnlag for å forstå og vurdere etiske og eksistensielle spørsmål.'], '', ''];['En innføring i filosofisk tenkning om menneske, etikk, kommunikasjon og teknologi. Emnet presenterer noen sentrale temaer fra fenomenologiens og eksistensialismens syn på mennesket, inkludert sanseerfaring, fantasi, følelser, frihet og valg, angst, etisk ansvar, samhandling og kommunikasjon. Dette settes i sammenheng med andre etiske tenkemåter, samt et kritisk blikk på effektene av digital teknologi for individ og samfunn, med særlig vekt på oppmerksomhetsøkonomien. Emnet berører også filosofiske og samfunnsmessige spørsmål knyttet til kunstig intelligens generelt.', '', '', ''];TR;True
EX-602;Philosophy of Science;Philosophy of Science;5;['After completing the course, the student is expected to know the most important theories and discussions on what science is and how scientific research is carried out. The student will have a theoretical basis for doing science in an adequate end ethically defendable way reflect on his or her own practice, and be able to contribute to ongoing discussions on problems of science, including ethical problems.', ''];['Philosophical questions of science, epistemology, and ontology. Rationalism and empiricism. Modern and postmodern criticism of empiricism and the defence of rationality. Natural science vs. human and social sciences. Phenomenology. The role of language in science. Foundations of ethics and the ethics of scientific research. Selected cases from the history of science and science today.'];TR;True
EX-603;Theory of Science and Ethics;Theory of Science and Ethics;5;['The aim of this course is to give an understanding of science and fundamental scientific challenges related to the study of technology. After finishing the course, students should be able to:', ['distinguish scientific knowledge from other kinds of knowledge and beliefs', 'identify different philosophical positions underlying research traditions', 'understand problems in scientific research caused by e.g. insufficient evidence or interpretation problems', 'analyse ethical challenges in one’s own research and in science in general', 'apply philosophical and ethical arguments to one’s own research'], ''];['', 'The course will discuss how science developed in its historical context. Major discussion within science is emphasised. As a meta-perspective, the analytical and the continental traditions in the philosophy of science sciences are identified.', '', 'Furthermore, social and human sciences as compared to natural science and constructivism versus positivism and realism and idealism is discussed. This will also include discussions about induction, hypothetico-deductive method, Duhem-Quine holism, theory-dependence of observations, the role of language, paradigm change and Feyerabend’s criticism of scientific method.', '', 'Logical empiricism is presented. Phenomenology, intentionality, and phenomenological method is discussed including its application to physics, study of empathy, study of the body, consciousness, and the brain.', '', 'Related to the above, ethics in research including the ideal of value-free science, ethical responsibility of research and values and the acceptance of a scientific theory within the research community and with respect to society and environment, is discussed.'];TR;True
FYS009;Fysikk realfagskurs;Physics in Science and Technology;0;['Etter fullført emne, skal kandidaten ha oppnådd følgende læringsutbytte:', 'Kunnskap', ['Kandidaten har kunnskap om fysiske tema som er grunnleggende for teknologiske fag.', 'Kandidaten kjenner til fagets sentrale metoder, og kan definere og forklare de viktigste begrepene fra mekanikk, termofysikk, elektrisitetslære, atomfysikk og strålingsfysikk.', 'Kandidaten har kunnskap om hvilke krav som stilles til forsøk.'], 'Ferdigheter', ['Kandidaten kan gjøre beregninger på kinematiske, dynamiske og statiske problemstillinger i en og to dimensjoner.', 'Kandidaten kan gjøre beregninger på arbeid, effekt, svingninger, væskestatikk, termofysiske og strålingsfysiske problemstillinger, enkle elektriske kretser og bevaring av mekanisk energi og bevegelsesmengde.', 'Kandidaten kan regne med størrelser og enheter i SI systemet, og behersker omregning mellom enheter.', 'Kandidaten kan identifisere variabler som forekommer i idealiserte modeller med fysiske størrelser i virkeligheten.', 'Kandidaten kan gjennomføre forsøk på en kvalifisert og sikker måte, gjøre målinger, tolke resultater og skrive rapport.', 'Kandidaten kjenner til enkle anvendelser av numeriske løsningsteknikker.'], '', 'Generell kompetanse', ['Kandidaten kan gjøre greie for prinsipper for naturvitenskapelig tenking.', 'Kandidaten kan kommunisere med andre om realfaglige problemstillinger ved å benytte seg av fysiske begreper og størrelser.', 'Kandidaten forstår sammenhengen mellom fysikk og teknologiske anvendelser.', 'Kandidaten forstår fysikkfagets ambisjoner om å lage kvantitative modeller av naturens fenomener.']];['Rettlinjet kinematikk og dynamikk, kinematikk og dynamikk i to dimensjoner, energi, bevegelsesmengde, fluidmekanikk, elektrisitetslære, termofysikk, svingninger, strålingsfysikk, programmering og modellering, arbeidsmetoder i fysikk.', ''];TR;True
